"soldPrice","sqftLiving","sqftLand","sqftAbove","sqftBasement","numBedRooms","numBathRooms","numFloors","builtYear","grade","waterFront","condition"
170500,1640,13939,1040,600,3,1,"1",1960,"2","0","average"
240000,1310,8069,1310,0,3,2,"1",1990,"2","0","average"
3400000,4260,11765,3280,980,4,4,"2",1939,"3","0","average"
304950,670,6720,670,0,2,1,"1",1942,"1","0","excellent"
655000,1820,4480,1120,700,3,2,"1",1923,"2","0","excellent"
855000,2380,10800,2380,0,4,2,"2",1925,"2","0","average"
402500,800,2280,800,0,2,1,"1",1946,"1","0","excellent"
213000,750,6089,750,0,2,1,"1",1937,"1","0","average"
4e+05,2240,7035,2240,0,4,3,"2",1942,"2","0","average"
617450,1580,14398,1080,500,3,2,"1",1981,"2","0","average"
250000,1040,8000,1040,0,3,1,"1",1956,"2","0","good"
325000,1070,8750,1070,0,2,1,"1",1951,"2","0","average"
301350,1860,7440,1040,820,3,3,"1",1954,"2","0","excellent"
460000,1860,6360,1470,390,3,1,"1",1954,"2","0","average"
425000,1250,5880,900,350,2,1,"1",1948,"1","0","average"
226500,1560,7000,1560,0,3,2,"1",1968,"2","0","good"
495000,1340,2550,1340,0,3,2,"2",1984,"2","0","average"
385000,1020,5950,880,140,3,1,"1",1950,"1","0","average"
465000,1120,4000,1120,0,2,1,"1",1926,"2","0","average"
342000,2250,7757,2250,0,3,2,"1",1992,"2","0","average"
148226,1400,7360,1400,0,3,1,"1",1968,"2","0","good"
313000,1510,10369,1010,500,3,1,"1",1968,"2","0","good"
150000,1320,8220,1320,0,3,1,"1",1959,"2","0","average"
150000,820,10270,820,0,2,1,"1",1954,"2","0","average"
230000,1080,9435,1080,0,2,1,"1",1958,"1","0","average"
389100,840,5400,840,0,2,1,"1",1948,"2","0","good"
310000,1520,6500,990,530,3,1,"1",1958,"2","0","average"
850000,1540,3600,1540,0,3,2,"2",1900,"2","0","average"
205000,1010,8800,1010,0,3,1,"1",1968,"2","0","good"
405000,1020,8155,1020,0,2,1,"1",1948,"2","0","good"
392500,1050,4125,1050,0,2,1,"1",1909,"2","0","good"
245000,860,6120,860,0,2,1,"1",1948,"2","0","average"
209000,920,5200,920,0,3,1,"1",1969,"1","0","good"
385000,1600,10318,930,670,3,2,"1",1941,"2","0","average"
370000,2670,9920,1400,1270,5,3,"1",1990,"2","0","average"
460000,1430,12092,1430,0,2,1,"1",1938,"2","0","good"
516000,2330,7304,1300,1030,3,3,"1",1971,"2","0","average"
195000,1280,7861,1280,0,2,1,"1",1913,"1","0","good"
248000,2163,5883,2163,0,4,3,"2",2006,"2","0","average"
480000,820,4200,820,0,2,1,"1",1980,"2","0","average"
410000,1330,5000,1120,210,3,1,"1",1957,"2","0","average"
253000,1290,7372,1290,0,3,2,"1",1990,"2","0","excellent"
440000,1410,8925,1410,0,3,1,"1",1958,"2","0","average"
198000,790,14200,790,0,2,1,"1",1951,"2","0","average"
95000,1070,20450,1070,0,2,1,"1",1948,"1","0","average"
951250,2710,8227,1910,800,5,3,"1",1953,"2","0","average"
502000,1300,14350,1300,0,3,2,"1",1955,"2","0","average"
362500,1940,40588,1940,0,3,2,"1",2000,"2","0","average"
525000,1080,3500,1080,0,2,1,"1",1924,"2","0","average"
422500,910,4800,910,0,2,1,"1",1923,"2","0","good"
783200,1590,5400,990,600,4,2,"1",1900,"2","0","average"
549995,1120,6600,1120,0,3,1,"1",1943,"2","0","average"
375000,2680,8410,1810,870,5,3,"2",1990,"2","0","average"
340000,1150,700,800,350,3,2,"2",2000,"2","0","average"
692500,2820,11500,2820,0,4,3,"2",1991,"3","0","average"
455500,1460,10311,1460,0,3,2,"1",1975,"2","0","good"
645000,1240,5000,1000,240,2,1,"1",1920,"2","0","average"
738000,1280,3900,1280,0,3,1,"1",1921,"2","0","good"
435000,1120,9656,1120,0,3,1,"1",1955,"2","0","excellent"
295832,1410,6400,960,450,5,1,"1",1955,"2","0","excellent"
615000,1420,991,1040,380,3,3,"2",2005,"2","0","average"
178500,930,3447,930,0,2,1,"1",1978,"2","0","good"
3e+05,1580,9600,1050,530,4,2,"1",1965,"2","0","excellent"
278000,1230,9440,1230,0,3,1,"1",1978,"2","0","average"
452000,1220,6000,880,340,2,1,"1",1938,"1","0","average"
460000,2230,52983,2230,0,4,3,"2",1991,"2","0","average"
1325000,3370,7920,1860,1510,4,3,"1",1988,"3","0","average"
705000,2040,5050,1160,880,4,2,"1",1937,"2","0","excellent"
222000,990,7520,990,0,3,1,"1",1958,"2","0","good"
375000,3120,42247,2150,970,3,2,"1",1980,"2","0","good"
335000,1340,1951,670,670,3,2,"1",1915,"1","0","average"
428000,1300,7200,1300,0,4,2,"1",1958,"2","0","average"
738000,2630,4896,2630,0,3,3,"2",2006,"2","0","average"
392000,1090,6125,790,300,3,1,"1",1945,"1","0","good"
555000,1550,4600,1050,500,2,1,"1",1941,"2","0","good"
135000,830,7609,830,0,2,1,"1",1943,"1","0","average"
251000,1650,5974,860,790,4,2,"1",1972,"2","0","excellent"
425000,1800,12485,950,850,4,1,"1",1955,"2","0","excellent"
612500,1690,35346,1690,0,4,2,"1",1967,"2","0","average"
1035000,4090,51908,4090,0,4,4,"2",1991,"3","0","average"
385000,1820,7102,1220,600,4,2,"1",1950,"2","0","average"
287000,950,6350,950,0,2,1,"1",1951,"2","0","average"
194000,1050,7577,1050,0,3,1,"1",1983,"2","0","average"
265000,1800,7650,1800,0,3,1,"1",1957,"2","0","excellent"
1050000,4320,8709,3190,1130,4,4,"2",2006,"3","0","average"
250000,1660,13085,1010,650,3,2,"1",1985,"2","0","average"
2e+05,830,7200,830,0,2,1,"1",1920,"1","0","average"
310000,670,4920,670,0,1,1,"1",1920,"1","0","average"
495000,1540,7110,960,580,2,2,"1",1949,"2","0","average"
411000,2370,76665,2370,0,4,2,"2",1978,"2","0","good"
825000,1830,3600,1230,600,2,2,"1",1926,"2","0","good"
281000,1300,5782,1300,0,3,1,"1",1959,"1","0","good"
175000,1030,8395,1030,0,3,1,"1",1960,"2","0","good"
442500,1120,8200,1120,0,3,1,"1",1938,"2","0","good"
480000,1300,3000,1300,0,3,2,"2",1986,"2","0","average"
1688000,5000,12941,5000,0,4,4,"3",2002,"4","0","average"
311300,1000,7228,1000,0,2,1,"1",1947,"2","0","good"
532000,3480,57499,2340,1140,5,3,"1",1976,"2","0","good"
812000,2380,6122,1310,1070,4,2,"1",1949,"2","0","good"
435000,1180,4219,1060,120,3,1,"1",1939,"2","0","average"
995000,1600,64468,1600,0,2,2,"1",1950,"2","0","average"
548500,1820,7200,1300,520,4,2,"1",1976,"2","0","average"
594000,1320,5000,1090,230,3,1,"1",1920,"2","0","good"
213950,1430,7000,1430,0,3,1,"1",1968,"1","0","average"
207000,990,10800,990,0,3,1,"1",1959,"1","0","good"
175000,660,5000,660,0,2,1,"1",1915,"1","0","average"
475000,1880,9659,1180,700,3,2,"1",1951,"2","0","average"
238950,1190,11400,1190,0,2,1,"1",1951,"2","0","average"
6e+05,990,5416,990,0,2,2,"1",1935,"1","0","average"
255000,1710,12000,1710,0,3,1,"1",1972,"2","0","good"
735000,2250,7245,1250,1000,4,3,"1",1963,"2","0","good"
201000,1460,9750,1460,0,3,1,"1",1969,"2","0","good"
570000,1060,4000,1060,0,2,1,"1",1910,"2","0","good"
110700,680,8064,680,0,2,1,"1",1941,"1","0","average"
245000,1700,8448,1700,0,3,2,"1",1996,"2","0","average"
335900,1120,7440,1120,0,2,1,"1",1939,"2","0","good"
360000,2120,2400,1080,1040,5,2,"1",1906,"1","0","good"
460000,1030,5934,1030,0,2,1,"1",1928,"2","0","good"
463000,1150,4400,1150,0,2,1,"1",1905,"2","0","good"
199500,1750,8116,1750,0,4,2,"1",1943,"1","0","good"
247000,1750,8116,1750,0,4,2,"1",1943,"1","0","good"
6e+05,2540,237402,2540,0,3,2,"1",2007,"2","0","average"
215000,1060,7900,1060,0,3,1,"1",1961,"2","0","average"
3e+05,1050,10072,1050,0,3,2,"1",1986,"2","0","average"
324000,1160,7202,1160,0,3,1,"1",1957,"2","0","good"
420000,1750,9239,1410,340,3,2,"1",1989,"2","0","average"
5e+05,1220,3400,1060,160,3,1,"1",1927,"2","0","average"
480000,1350,4220,1350,0,2,2,"1",2004,"2","0","average"
294000,850,5250,850,0,2,1,"1",1950,"2","0","good"
170000,810,8424,810,0,2,1,"1",1959,"1","0","good"
360000,1280,3870,640,640,3,1,"1",1945,"2","0","average"
283000,940,6350,940,0,2,1,"1",1942,"1","0","good"
411500,1110,7208,1110,0,3,1,"1",1980,"2","0","average"
375000,1670,13775,1670,0,3,2,"1",1968,"2","0","average"
545000,5461,22880,3265,2196,4,2,"1",1964,"2","0","good"
355000,1210,6650,1210,0,3,1,"1",1959,"1","0","average"
349000,1150,7552,1150,0,2,1,"1",1951,"2","0","average"
660000,2570,28500,1970,600,3,2,"1",1983,"2","0","average"
324000,1540,10931,1540,0,3,2,"1",1989,"2","0","average"
3e+05,2120,7735,1060,1060,3,1,"1",1967,"2","0","good"
190000,1190,7920,890,300,4,1,"1",1951,"1","0","average"
308000,1010,8800,1010,0,3,1,"1",1954,"2","0","good"
436500,3110,12429,1790,1320,5,3,"1",1977,"2","0","average"
710000,2140,4923,1070,1070,3,2,"1",1928,"2","0","good"
315000,2080,14659,1040,1040,2,1,"1",1960,"2","0","average"
330000,1140,7316,1140,0,3,1,"1",1959,"1","0","average"
408000,1500,1473,1120,380,3,3,"2",2000,"2","0","average"
410000,1350,3926,1350,0,2,2,"1",2007,"2","0","average"
235000,860,10500,860,0,2,1,"1",1943,"1","0","average"
207100,1000,4500,1000,0,2,1,"1",1916,"1","0","average"
250000,1470,12096,1470,0,3,2,"1",1942,"1","0","good"
325000,1870,7700,1870,0,4,2,"1",1966,"2","0","average"
506000,2430,8000,1370,1060,5,3,"1",1957,"2","0","good"
427000,1200,5252,1200,0,3,1,"1",1962,"2","0","average"
399000,790,4000,790,0,2,1,"1",1948,"1","0","average"
325000,970,5000,970,0,2,2,"1",1983,"2","0","average"
998800,2250,8000,2250,0,3,2,"1",1955,"2","0","good"
245000,1500,6685,1190,310,2,1,"1",1926,"2","0","average"
570000,1500,6685,1190,310,2,1,"1",1926,"2","0","average"
298000,850,5000,850,0,2,1,"1",1907,"1","0","average"
5e+05,930,3200,930,0,2,1,"1",1904,"2","0","average"
299000,710,6732,710,0,2,1,"1",1942,"1","0","excellent"
420000,1060,7638,1060,0,3,1,"1",1966,"2","0","excellent"
450000,2320,17688,2320,0,3,2,"1",1952,"2","0","average"
315000,1500,7828,1500,0,3,2,"1",1967,"2","0","good"
485000,1590,11222,1590,0,3,2,"1",1948,"2","0","good"
289950,2040,5050,1490,550,4,3,"1",1993,"2","0","average"
265000,1940,8170,1940,0,4,3,"1",1948,"2","0","good"
2e+05,930,7590,820,110,3,1,"1",1943,"1","0","average"
446000,2280,43692,1140,1140,4,2,"1",1957,"2","0","average"
255000,1440,11330,1440,0,3,1,"1",1965,"2","0","average"
251750,1320,7200,1320,0,3,2,"1",1975,"2","0","excellent"
215000,1160,10384,1160,0,3,1,"1",1969,"1","0","good"
877500,3060,8000,2040,1020,4,2,"2",1922,"2","0","good"
232500,1320,8450,880,440,3,1,"1",1961,"1","0","average"
234000,1200,3624,1200,0,2,2,"2",2003,"1","0","average"
399950,1040,9600,1040,0,3,1,"1",1978,"2","0","average"
515000,1810,2738,1810,0,3,2,"2",1979,"2","0","good"
489900,1680,8910,1680,0,3,1,"1",1940,"2","0","good"
290000,1700,6498,1700,0,3,2,"1",1986,"2","0","average"
357500,1070,10125,1070,0,3,1,"1",1961,"2","0","average"
280000,1600,6861,1600,0,4,2,"1",1994,"2","0","average"
225000,1320,5665,1320,0,3,2,"1",1986,"2","0","average"
276000,1450,8928,1450,0,3,2,"1",1998,"2","0","average"
209000,1330,6900,1330,0,3,1,"1",1976,"2","0","average"
344950,1330,7419,1330,0,3,2,"1",1985,"2","0","average"
230000,1910,7200,1110,800,5,2,"1",1951,"1","0","good"
230000,1310,7332,1310,0,3,2,"1",1987,"2","0","average"
445000,1470,8395,1470,0,4,2,"1",1965,"2","0","good"
255000,1580,8206,1100,480,3,1,"1",1962,"2","0","average"
240000,1090,10000,1090,0,3,1,"1",1961,"1","0","average"
425000,2430,5502,2430,0,4,3,"2",2002,"2","0","average"
393000,1020,4200,1020,0,2,1,"1",1923,"1","0","excellent"
264950,1810,7500,1410,400,4,1,"1",1959,"2","0","average"
450000,2020,8100,1170,850,3,1,"1",1956,"2","0","average"
229950,1410,7466,1410,0,3,2,"1",1983,"2","0","average"
425000,750,4000,750,0,2,1,"1",1933,"1","0","average"
310000,720,5750,720,0,2,1,"1",1943,"1","0","average"
395000,1200,6014,600,600,2,1,"1",1949,"1","0","good"
295000,2120,7650,2120,0,4,3,"2",1964,"2","0","average"
595000,980,3600,980,0,2,1,"1",1907,"1","0","average"
260000,1740,8100,1020,720,4,1,"1",1962,"2","0","good"
221000,910,8789,910,0,3,1,"1",1966,"2","0","average"
450000,1540,67756,1540,0,3,2,"1",1900,"2","0","average"
215000,1190,7500,1190,0,3,1,"1",1968,"2","0","excellent"
522500,2370,8154,1380,990,4,3,"1",1977,"2","0","average"
379900,3110,44967,3020,90,3,2,"2",1999,"2","0","average"
311000,2020,5917,1220,800,5,3,"1",1993,"2","0","average"
436000,790,6600,790,0,2,1,"1",1949,"1","0","average"
205000,1060,8000,1060,0,2,1,"1",1941,"1","0","average"
270000,720,5196,720,0,1,1,"1",1911,"2","0","average"
498000,2360,2750,1780,580,3,3,"2",1983,"2","0","average"
857000,3720,29043,3720,0,4,3,"2",1991,"2","0","average"
650000,2300,5000,1150,1150,3,2,"1",1938,"2","0","good"
219950,990,6448,990,0,2,1,"1",1948,"2","0","average"
203700,770,2500,770,0,2,1,"1",1913,"1","0","average"
230000,800,17965,800,0,2,1,"1",1942,"1","0","good"
128000,910,11117,910,0,3,1,"1",1955,"2","0","average"
345000,1200,6628,1200,0,3,1,"1",1952,"2","0","good"
273000,1560,7800,1560,0,3,1,"1",1955,"2","0","average"
335000,1030,7200,880,150,3,1,"1",1948,"1","0","average"
279000,1010,7903,1010,0,3,1,"1",1948,"1","0","average"
285000,890,7250,890,0,2,1,"1",1943,"2","0","average"
470000,1800,12669,1800,0,3,2,"1",1956,"2","0","average"
445000,840,3840,840,0,2,1,"1",1926,"2","0","good"
477500,1860,5146,1860,0,3,2,"2",1991,"2","0","average"
7e+05,1940,4500,1090,850,3,2,"1",1926,"2","0","average"
202000,740,6550,740,0,2,1,"1",1946,"1","0","good"
4e+05,1050,6000,1050,0,3,1,"1",1952,"2","0","average"
198400,1040,8645,1040,0,3,1,"1",1962,"2","0","good"
292500,750,5026,750,0,2,1,"1",1942,"1","0","good"
438600,720,2500,720,0,1,1,"1",1910,"2","0","average"
233000,2130,9579,1250,880,4,2,"1",1968,"2","0","good"
420000,2280,10319,1270,1010,4,2,"1",1989,"2","0","good"
290000,1560,8800,1560,0,4,2,"2",1942,"1","0","excellent"
320000,1880,10758,940,940,3,2,"1",1952,"1","0","excellent"
165000,1120,5000,1120,0,3,1,"1",1917,"1","0","average"
1705000,4290,17100,2480,1810,5,3,"1",1972,"2","0","average"
253500,1220,20400,1220,0,3,1,"1",1959,"1","0","excellent"
325000,850,6906,850,0,3,1,"1",1948,"1","0","average"
484950,1000,4956,1000,0,2,1,"1",1916,"2","0","good"
106000,560,5700,560,0,1,1,"1",1947,"1","0","average"
474000,1100,3500,1100,0,2,1,"1",1908,"2","0","excellent"
189000,1700,3171,850,850,2,2,"1",1927,"1","0","excellent"
589000,1850,4667,1850,0,2,2,"1",2010,"2","0","average"
235000,1250,15603,1250,0,3,1,"1",1959,"2","0","good"
464000,1230,4800,1230,0,2,2,"2",1952,"2","0","average"
282000,1890,6302,1890,0,4,2,"2",1997,"2","0","average"
440000,1250,8412,1250,0,3,1,"1",1975,"2","0","good"
2750000,4130,5575,2860,1270,4,4,"2",1993,"3","1","good"
360000,1120,12625,1120,0,2,1,"1",1940,"2","0","average"
3e+05,1550,8300,1550,0,3,2,"1",1965,"2","0","good"
390000,1040,8075,1040,0,3,1,"1",1961,"2","0","good"
245000,870,6150,870,0,2,1,"1",1941,"1","0","average"
265000,1650,8975,1650,0,2,2,"1",1942,"1","0","excellent"
403000,1500,10730,1000,500,3,1,"1",1977,"2","0","average"
339000,1979,8470,1329,650,3,2,"1",1956,"2","0","good"
457500,1210,7636,1210,0,3,1,"1",1952,"2","0","good"
225000,1040,11500,1040,0,2,1,"1",1947,"2","0","excellent"
458000,1660,7500,1060,600,3,1,"1",1940,"2","0","good"
229050,420,3298,420,0,1,1,"1",1949,"1","0","good"
250000,800,16306,680,120,1,1,"1",1931,"1","0","average"
815000,2270,11989,2270,0,3,2,"1",1968,"2","0","good"
607000,1230,8114,1230,0,3,1,"1",1951,"2","0","good"
849000,2960,42159,2960,0,3,3,"2",1995,"3","0","average"
505000,1020,5000,1020,0,2,1,"1",1916,"2","0","good"
265000,1290,2828,1290,0,2,1,"2",2008,"2","0","average"
283000,890,8400,890,0,3,1,"1",1954,"1","0","good"
550000,1010,6120,860,150,3,1,"1",1940,"2","0","average"
339000,1150,2496,1010,140,3,1,"1",1947,"1","0","average"
290000,1310,6265,1310,0,3,2,"1",1988,"2","0","average"
810000,2920,10424,1520,1400,4,2,"1",1964,"2","0","excellent"
357000,2460,53882,2460,0,3,2,"1",1955,"2","1","average"
808250,1750,2640,1010,740,3,2,"1",1914,"2","0","average"
335000,1380,5840,1380,0,2,2,"1",1988,"2","0","average"
194000,1400,7955,1400,0,3,1,"1",1964,"2","0","average"
310000,1240,7194,1090,150,3,1,"1",1936,"1","0","average"
4e+05,1760,6875,1760,0,3,2,"1",1967,"2","0","good"
412250,1300,2983,1300,0,2,2,"1",2006,"2","0","average"
286500,1840,8140,1040,800,3,2,"1",1975,"2","0","good"
306500,1390,19988,1390,0,2,1,"1",1949,"2","0","good"
259875,1250,21303,1250,0,3,1,"1",1970,"1","0","average"
385000,1250,21303,1250,0,3,1,"1",1970,"1","0","average"
188000,550,16345,550,0,1,1,"1",1945,"1","0","average"
255000,1250,10094,1250,0,3,1,"1",1927,"1","0","good"
238000,1020,1204,720,300,3,2,"2",2004,"2","0","average"
519000,830,2820,830,0,2,1,"1",1920,"2","0","good"
324000,1070,6000,1070,0,2,1,"1",1955,"2","0","average"
440000,1280,12086,850,430,2,1,"1",1983,"2","0","average"
407000,740,6380,740,0,2,1,"1",1912,"1","0","average"
717000,1150,5000,1150,0,3,1,"1",1959,"2","0","average"
425000,1320,7076,1320,0,3,1,"1",1959,"2","0","good"
299999,1640,7200,820,820,4,2,"1",1944,"1","0","excellent"
254000,1470,7694,1470,0,3,2,"1",1992,"2","0","good"
178500,900,10511,900,0,3,1,"1",1961,"1","0","good"
420000,1440,5623,720,720,3,1,"1",1922,"1","0","good"
319900,1380,9251,1380,0,2,1,"1",1940,"2","0","average"
491000,1250,1306,1250,0,3,2,"3",2000,"2","0","average"
250000,1420,21158,1420,0,2,1,"1",1953,"2","0","average"
415885,1310,4163,1310,0,3,1,"1",1964,"2","0","good"
510000,1990,7405,1990,0,3,2,"1",1971,"2","0","excellent"
530000,3080,17700,1740,1340,3,2,"1",1965,"2","0","good"
355000,1200,16000,1200,0,3,1,"1",1970,"2","0","average"
255000,1250,9102,1250,0,4,1,"1",1955,"2","0","average"
255000,1140,8400,1140,0,2,2,"1",1954,"2","0","average"
218000,980,12812,980,0,3,1,"1",1956,"2","0","average"
412000,1660,6992,1260,400,3,1,"1",1952,"2","0","excellent"
410000,1270,10227,1270,0,3,2,"1",1968,"1","0","good"
245000,1470,8000,1470,0,3,2,"1",1974,"2","0","good"
315000,780,7200,780,0,2,1,"1",1935,"1","0","average"
310000,1030,5750,1030,0,4,1,"1",1971,"2","0","average"
170000,1250,7015,1250,0,3,1,"1",1958,"2","0","average"
208417,840,4200,840,0,2,1,"1",1938,"1","0","average"
410000,1900,5100,950,950,4,2,"1",1914,"1","0","average"
1280000,3260,4500,2300,960,4,3,"2",1930,"2","0","average"
215000,1180,9000,1180,0,3,1,"1",1970,"2","0","good"
295000,720,4125,720,0,2,1,"1",1943,"1","0","good"
126000,610,4400,610,0,1,1,"1",1922,"1","0","average"
405000,1440,7425,1440,0,3,2,"1",1965,"2","0","good"
4e+05,1050,1173,720,330,2,2,"2",2004,"2","0","average"
495000,1720,5413,1470,250,4,2,"2",1938,"2","0","average"
206000,1320,9239,1320,0,3,1,"1",1968,"2","0","good"
5e+05,1070,4600,950,120,3,1,"1",1930,"2","0","average"
391000,890,5423,890,0,2,1,"1",1946,"1","0","average"
250000,1440,5457,1440,0,3,2,"2",1986,"2","0","average"
451000,2260,6508,1330,930,5,3,"1",2003,"2","0","average"
206000,810,7158,810,0,2,1,"1",1944,"1","0","excellent"
419000,2190,9652,2190,0,5,3,"2",1999,"2","0","average"
592350,1570,4665,1570,0,2,2,"1",2006,"2","0","average"
625500,2160,7439,1300,860,2,1,"1",1953,"1","0","good"
289950,1090,8280,1090,0,3,1,"1",1947,"1","0","average"
232000,1440,5911,1440,0,4,2,"1",1943,"1","0","excellent"
237502,980,7560,980,0,3,1,"1",1951,"2","0","average"
275000,1250,7654,1000,250,3,1,"1",1952,"2","0","average"
170000,1200,24792,1200,0,2,1,"2",1976,"2","0","average"
278750,800,5765,800,0,2,2,"1",1936,"1","0","good"
510000,1410,11995,1410,0,3,2,"1",1965,"2","0","good"
225000,660,6600,660,0,3,1,"1",1940,"1","0","good"
375000,1040,9800,1040,0,3,1,"1",1955,"2","0","good"
199400,880,4000,880,0,2,1,"1",1916,"1","0","good"
467000,2080,4000,1040,1040,5,2,"1",1909,"1","0","good"
380000,1380,5400,1380,0,3,1,"1",1954,"2","0","good"
206990,1330,9620,1330,0,3,1,"1",1976,"1","0","excellent"
315000,790,6969,790,0,2,1,"1",1955,"1","0","average"
205000,1800,11419,1800,0,3,2,"1",1989,"2","0","average"
370000,750,2020,750,0,2,1,"1",1908,"2","0","average"
399000,1940,16300,1140,800,3,2,"1",1978,"2","0","average"
249900,1220,6404,1220,0,3,2,"1",1994,"2","0","average"
635000,2100,3800,2100,0,4,3,"2",1972,"2","0","average"
355000,1180,7573,1180,0,3,1,"1",1977,"2","0","good"
320000,2320,7800,1160,1160,3,2,"1",1960,"2","0","good"
240000,1790,14690,1670,120,4,2,"1",1960,"2","0","good"
494500,3760,8804,2470,1290,4,3,"2",2002,"2","0","average"
385000,2120,13000,2120,0,4,3,"2",1978,"2","0","good"
154500,890,9465,890,0,3,1,"1",1957,"1","0","average"
410500,1110,3943,740,370,2,1,"1",1916,"1","0","excellent"
432000,1870,7080,1210,660,3,2,"1",1969,"2","0","good"
465000,1560,8640,1560,0,3,2,"1",1967,"2","0","excellent"
573500,2200,21450,1600,600,3,1,"1",1952,"2","0","good"
220000,1130,12519,1130,0,3,1,"1",1958,"2","0","average"
260000,820,6771,820,0,2,1,"1",1918,"1","0","good"
290000,960,4000,960,0,2,1,"1",1918,"1","0","average"
975000,4850,36450,4850,0,5,4,"2",1977,"3","0","average"
350000,1130,8201,1130,0,3,1,"1",1948,"1","0","excellent"
215000,1180,2521,1180,0,2,2,"2",2005,"1","0","average"
254000,910,6000,910,0,2,1,"1",1943,"1","0","average"
402000,710,1173,710,0,2,1,"2",1943,"2","0","good"
365000,1520,80150,1520,0,4,1,"1",1948,"1","0","average"
335500,2240,19090,1700,540,5,3,"1",1968,"2","0","good"
520000,1120,6141,900,220,2,1,"1",1946,"2","0","average"
1288000,4050,11358,2780,1270,5,4,"2",1980,"3","0","good"
685000,2340,6000,1270,1070,4,2,"1",1953,"2","0","excellent"
239900,910,9000,910,0,2,1,"1",1983,"1","0","good"
525000,830,3200,830,0,1,1,"1",1924,"2","0","average"
271920,1410,10248,1410,0,3,2,"1",1985,"2","0","average"
104950,1170,8254,1170,0,2,1,"1",1949,"1","0","average"
250000,1680,7900,1680,0,3,2,"2",1953,"2","0","good"
6e+05,2510,38141,2510,0,4,2,"1",1960,"2","0","average"
1150000,4160,13170,3040,1120,4,3,"2",2001,"3","0","average"
2575000,4780,20440,3660,1120,5,3,"1",1975,"3","0","good"
201000,960,15273,960,0,3,1,"1",1963,"2","0","good"
550000,2100,4500,1060,1040,4,2,"1",1924,"2","0","excellent"
325000,1010,6180,1010,0,2,1,"1",1903,"1","0","average"
249000,1090,10296,1090,0,3,1,"1",1950,"1","0","good"
395000,2500,6278,2500,0,4,3,"2",2002,"2","0","average"
329000,940,7700,940,0,2,1,"1",1916,"1","0","good"
897500,4370,217882,4370,0,4,3,"2",1984,"3","0","average"
445000,910,7200,830,80,2,1,"1",1936,"2","0","good"
315000,900,8556,760,140,2,1,"1",1941,"1","0","average"
1400000,3850,14990,2290,1560,5,3,"1",1964,"2","0","good"
5e+05,1440,54315,790,650,3,1,"1",1974,"2","0","average"
289500,1200,5525,1200,0,3,1,"1",1947,"2","0","average"
485000,1020,6120,1020,0,3,1,"1",1941,"2","0","average"
240000,1220,17652,1220,0,3,2,"1",1980,"2","0","good"
415500,1220,17652,1220,0,3,2,"1",1980,"2","0","good"
430000,1440,213008,1440,0,2,2,"2",1990,"2","0","good"
215000,1290,9312,1290,0,3,2,"1",1947,"2","0","average"
585000,2560,14467,1280,1280,5,2,"1",1960,"2","0","average"
317000,1010,5400,1010,0,3,1,"1",1959,"1","0","average"
314963,890,6350,890,0,2,1,"1",1943,"1","0","average"
140000,1090,10114,1090,0,3,1,"1",1955,"2","0","good"
535000,1970,3515,1030,940,4,2,"1",1969,"2","0","excellent"
396500,1710,5110,1100,610,3,1,"1",1954,"2","0","average"
699000,2010,4320,2010,0,3,2,"2",1999,"2","0","average"
805000,3910,19023,3910,0,3,3,"2",1985,"3","0","average"
325000,1300,9300,1300,0,3,1,"1",1977,"2","0","good"
490000,1260,9638,1260,0,3,1,"2",1920,"2","0","good"
295000,1300,39639,1300,0,2,1,"1",1960,"1","0","good"
398000,1420,6458,1420,0,4,1,"1",1953,"2","0","good"
218000,1020,7874,1020,0,3,1,"1",1956,"2","0","average"
1595000,3640,8239,2540,1100,5,3,"2",1982,"3","0","average"
592500,1870,4751,1870,0,2,2,"1",2006,"2","0","average"
502000,1710,5000,1140,570,3,1,"1",1921,"2","0","excellent"
257500,1180,9265,1180,0,2,2,"1",1940,"2","0","average"
222000,1220,7695,1220,0,3,1,"1",1954,"2","0","average"
151100,840,4495,840,0,3,1,"1",1921,"1","0","average"
251000,840,4495,840,0,3,1,"1",1921,"1","0","average"
247000,1590,9350,1060,530,5,2,"1",1962,"2","0","excellent"
299500,1380,10875,1380,0,3,1,"1",1977,"2","0","average"
229000,600,3720,600,0,1,1,"1",1920,"1","0","average"
590000,1650,6150,1650,0,3,2,"2",1926,"2","0","good"
195000,1300,9600,1300,0,3,1,"1",1975,"1","0","good"
339000,950,7954,950,0,2,1,"1",1941,"2","0","good"
7e+05,1930,5398,1430,500,4,2,"1",1953,"2","0","average"
2e+05,920,5250,920,0,2,1,"1",1906,"1","0","good"
452000,2270,148975,1270,1000,3,2,"1",1900,"1","0","good"
438000,1630,9255,1630,0,2,1,"1",1941,"2","0","average"
2e+05,860,6600,860,0,2,1,"1",1949,"1","0","excellent"
479900,1980,12150,1980,0,3,2,"1",1994,"2","0","average"
219950,1060,10042,1060,0,3,1,"1",1957,"2","0","good"
350000,1720,7210,860,860,4,2,"1",1971,"2","0","average"
240000,1300,5000,1300,0,3,2,"1",1983,"2","0","good"
511555,1400,7293,1400,0,3,2,"1",1963,"2","0","good"
225000,1040,6535,1040,0,3,1,"1",1947,"1","0","average"
486000,2260,7336,2260,0,4,3,"2",1977,"2","0","good"
355000,1480,2502,1480,0,3,2,"2",1991,"2","0","average"
